metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
Rprec,enwiki:Kidney%20stone%20disease/Diagnosis/Laboratory%20examination,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Diagnosis/Laboratory%20examination,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Diagnosis/Laboratory%20examination,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Diagnosis/Laboratory%20examination,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Diagnosis/Laboratory%20examination,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Epidemiology,0.0083,0.0012,0.0071,-0.0071,0.0071
Rprec,enwiki:Kidney%20stone%20disease/Epidemiology,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Epidemiology,0.0333,0.0017,0.0316,-0.0316,0.0316
P_20,enwiki:Kidney%20stone%20disease/Epidemiology,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Epidemiology,0.25,0.0,0.25,-0.25,0.25
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Epidemiology,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/History,0.0014,0.0017,-0.0002999999999999999,0.0002999999999999999,0.0002999999999999999
Rprec,enwiki:Kidney%20stone%20disease/History,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/History,0.0043,0.005,-0.0007000000000000001,0.0007000000000000001,0.0007000000000000001
P_20,enwiki:Kidney%20stone%20disease/History,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/History,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/History,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/History/Etymology,0.0014,0.0051,-0.0037,0.0037,0.0037
Rprec,enwiki:Kidney%20stone%20disease/History/Etymology,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/History/Etymology,0.0014,0.0051,-0.0037,0.0037,0.0037
P_20,enwiki:Kidney%20stone%20disease/History/Etymology,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/History/Etymology,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/History/Etymology,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0018,0.0079,-0.006100000000000001,0.006100000000000001,0.006100000000000001
Rprec,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0018,0.0079,-0.006100000000000001,0.006100000000000001,0.006100000000000001
P_20,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management/Expulsion%20therapy,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.0171,0.0185,-0.0013999999999999985,0.0013999999999999985,0.0013999999999999985
Rprec,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.0476,0.0556,-0.007999999999999993,0.007999999999999993,0.007999999999999993
P_20,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management/Lithotripsy,0.0,0.1105,-0.1105,0.1105,0.1105
map,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management/Pain%20management,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0345,0.1667,-0.13219999999999998,0.13219999999999998,0.13219999999999998
Rprec,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0345,0.1667,-0.13219999999999998,0.13219999999999998,0.13219999999999998
P_20,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Kidney%20stone%20disease/Management/Surgery,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0,0.3562,-0.3562,0.3562,0.3562
map,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0195,0.0386,-0.019100000000000002,0.019100000000000002,0.019100000000000002
Rprec,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0152,0.0333,-0.018100000000000005,0.018100000000000005,0.018100000000000005
P_20,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0,0.6667,-0.6667,0.6667,0.6667
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Management/Surgery/Ureteroscopic%20surgery,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Other%20animals,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,0.25,0.25,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,0.25,0.25,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Hypocitraturia,0.4307,0.4307,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0027,0.0156,-0.012899999999999998,0.012899999999999998,0.012899999999999998
Rprec,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0053,0.0312,-0.0259,0.0259,0.0259
P_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Inhibitors%20of%20stone%20formation,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.0955,0.2616,-0.1661,0.1661,0.1661
Rprec,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.0,0.5,-0.5,0.5,0.5
recip_rank,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.1667,0.5,-0.33330000000000004,0.33330000000000004,0.33330000000000004
P_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Pathophysiology/Supersaturation%20of%20urine,0.2184,0.3869,-0.1685,0.1685,0.1685
map,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Prevention,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,0.1429,0.2,-0.05710000000000001,0.05710000000000001,0.05710000000000001
Rprec,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,0.1429,0.2,-0.05710000000000001,0.05710000000000001,0.05710000000000001
P_20,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Prevention/Allopurinol,0.3333,0.3869,-0.053600000000000037,0.053600000000000037,0.053600000000000037
map,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.2614,0.2777,-0.01629999999999998,0.01629999999999998,0.01629999999999998
Rprec,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.25,0.25,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.05,0.1,-0.05,0.05,0.05
recall_40,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.25,0.5,-0.25,0.25,0.25
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Prevention/Dietary%20measures,0.3904,0.4793,-0.08889999999999998,0.08889999999999998,0.08889999999999998
map,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,0.0588,0.0909,-0.0321,0.0321,0.0321
Rprec,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,0.0588,0.0909,-0.0321,0.0321,0.0321
P_20,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Prevention/Diuretics,0.2398,0.2789,-0.03909999999999997,0.03909999999999997,0.03909999999999997
map,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0088,0.0231,-0.014299999999999998,0.014299999999999998,0.014299999999999998
Rprec,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0154,0.0417,-0.0263,0.0263,0.0263
P_20,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Prevention/Urine%20alkalinization,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Research%20directions,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Risk%20factors,0.005,0.0107,-0.005699999999999999,0.005699999999999999,0.005699999999999999
Rprec,enwiki:Kidney%20stone%20disease/Risk%20factors,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Risk%20factors,0.0159,0.0213,-0.0053999999999999986,0.0053999999999999986,0.0053999999999999986
P_20,enwiki:Kidney%20stone%20disease/Risk%20factors,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Risk%20factors,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Risk%20factors,0.0,0.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0167,0.05,-0.0333,0.0333,0.0333
Rprec,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0167,0.05,-0.0333,0.0333,0.0333
P_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0,1.0,-1.0,1.0,1.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Animal%20protein,0.0,0.2277,-0.2277,0.2277,0.2277
map,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.0163,0.0484,-0.032100000000000004,0.032100000000000004,0.032100000000000004
Rprec,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.0333,0.1,-0.06670000000000001,0.06670000000000001,0.06670000000000001
P_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Calcite,0.0,0.1357,-0.1357,0.1357,0.1357
map,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.0708,0.0624,0.008400000000000005,-0.008400000000000005,0.008400000000000005
Rprec,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.2,0.1667,0.033300000000000024,-0.033300000000000024,0.033300000000000024
P_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Other%20electrolytes,0.1815,0.1672,0.014300000000000007,-0.014300000000000007,0.014300000000000007
map,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,1.0,1.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,1.0,1.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Risk%20factors/Vitamins,1.0,1.0,0.0,0.0,0.0
map,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Kidney%20stone%20disease/Signs%20and%20symptoms,0.0,0.0,0.0,0.0,0.0
map,enwiki:Killifish,0.0171,0.0374,-0.020300000000000002,0.020300000000000002,0.020300000000000002
Rprec,enwiki:Killifish,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish,0.0118,0.0303,-0.018500000000000003,0.018500000000000003,0.018500000000000003
P_20,enwiki:Killifish,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Killifish,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Killifish,0.0,0.0,0.0,0.0,0.0
map,enwiki:Killifish/As%20pets,1.0,1.0,0.0,0.0,0.0
Rprec,enwiki:Killifish/As%20pets,1.0,1.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/As%20pets,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Killifish/As%20pets,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Killifish/As%20pets,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/As%20pets,1.0,1.0,0.0,0.0,0.0
map,enwiki:Killifish/Behavior-altering%20infection,0.0179,0.0204,-0.0025000000000000022,0.0025000000000000022,0.0025000000000000022
Rprec,enwiki:Killifish/Behavior-altering%20infection,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/Behavior-altering%20infection,0.0179,0.0204,-0.0025000000000000022,0.0025000000000000022,0.0025000000000000022
P_20,enwiki:Killifish/Behavior-altering%20infection,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Killifish/Behavior-altering%20infection,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/Behavior-altering%20infection,0.0,0.0,0.0,0.0,0.0
map,enwiki:Killifish/Diet,0.0135,0.025,-0.011500000000000002,0.011500000000000002,0.011500000000000002
Rprec,enwiki:Killifish/Diet,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/Diet,0.0135,0.025,-0.011500000000000002,0.011500000000000002,0.011500000000000002
P_20,enwiki:Killifish/Diet,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Killifish/Diet,0.0,1.0,-1.0,1.0,1.0
ndcg_cut_20,enwiki:Killifish/Diet,0.0,0.0,0.0,0.0,0.0
map,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,0.5,0.5,0.0,0.0,0.0
Rprec,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,0.5,0.5,0.0,0.0,0.0
P_20,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/Evolved%20resistance%20to%20extreme%20levels%20of%20toxicity,0.6309,0.6309,0.0,0.0,0.0
map,enwiki:Killifish/In%20lifespan%20research,0.1714,0.1765,-0.005099999999999993,0.005099999999999993,0.005099999999999993
Rprec,enwiki:Killifish/In%20lifespan%20research,0.3333,0.3333,0.0,0.0,0.0
recip_rank,enwiki:Killifish/In%20lifespan%20research,0.5,0.5,0.0,0.0,0.0
P_20,enwiki:Killifish/In%20lifespan%20research,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Killifish/In%20lifespan%20research,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/In%20lifespan%20research,0.2961,0.2961,0.0,0.0,0.0
map,enwiki:Killifish/Range%20and%20habitat,0.0217,0.0416,-0.019899999999999998,0.019899999999999998,0.019899999999999998
Rprec,enwiki:Killifish/Range%20and%20habitat,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/Range%20and%20habitat,0.0526,0.1,-0.047400000000000005,0.047400000000000005,0.047400000000000005
P_20,enwiki:Killifish/Range%20and%20habitat,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Killifish/Range%20and%20habitat,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/Range%20and%20habitat,0.1086,0.1357,-0.027099999999999985,0.027099999999999985,0.027099999999999985
map,enwiki:Killifish/Territorial%20behavior,0.0034,0.0056,-0.0022,0.0022,0.0022
Rprec,enwiki:Killifish/Territorial%20behavior,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Killifish/Territorial%20behavior,0.0034,0.0056,-0.0022,0.0022,0.0022
P_20,enwiki:Killifish/Territorial%20behavior,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Killifish/Territorial%20behavior,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Killifish/Territorial%20behavior,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales,0.0161,0.2,-0.1839,0.1839,0.1839
Rprec,enwiki:Lactobacillales,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales,0.0161,0.2,-0.1839,0.1839,0.1839
P_20,enwiki:Lactobacillales,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Lactobacillales,0.0,1.0,-1.0,1.0,1.0
ndcg_cut_20,enwiki:Lactobacillales,0.0,0.3869,-0.3869,0.3869,0.3869
map,enwiki:Lactobacillales/Bacteriophages,0.0116,0.0056,0.005999999999999999,-0.005999999999999999,0.005999999999999999
Rprec,enwiki:Lactobacillales/Bacteriophages,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Bacteriophages,0.0116,0.0056,0.005999999999999999,-0.005999999999999999,0.005999999999999999
P_20,enwiki:Lactobacillales/Bacteriophages,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Bacteriophages,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Bacteriophages,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0013,0.0025,-0.0012000000000000001,0.0012000000000000001,0.0012000000000000001
Rprec,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0013,0.0025,-0.0012000000000000001,0.0012000000000000001,0.0012000000000000001
P_20,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Bacteriophages/Bacteriophage%E2%80%93host%20interaction,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Characteristics,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales/Exopolysaccharides,0.3333,0.5,-0.16670000000000001,0.16670000000000001,0.16670000000000001
Rprec,enwiki:Lactobacillales/Exopolysaccharides,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Exopolysaccharides,0.3333,0.5,-0.16670000000000001,0.16670000000000001,0.16670000000000001
P_20,enwiki:Lactobacillales/Exopolysaccharides,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Exopolysaccharides,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Exopolysaccharides,0.5,0.6309,-0.13090000000000002,0.13090000000000002,0.13090000000000002
map,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Metabolism,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales/Phylogeny,0.001,0.0019,-0.0009,0.0009,0.0009
Rprec,enwiki:Lactobacillales/Phylogeny,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Lactobacillales/Phylogeny,0.001,0.0019,-0.0009,0.0009,0.0009
P_20,enwiki:Lactobacillales/Phylogeny,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Lactobacillales/Phylogeny,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Lactobacillales/Phylogeny,0.0,0.0,0.0,0.0,0.0
map,enwiki:Lactobacillales/Phylogeny/Lactobacillales%20part%202%20(continued),0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Lactobacillales/Phylogeny/Lactobacillales%20part%202%20(continued),0.0,0.0,0.0,0.0,0.0
